0,1,2,3
22.38616371154785,-17.600826263427734,1.0,0.0
7.595832347869873,-7.861721515655518,1.0,0.0
23.072248458862305,-21.55068016052246,1.0,0.0
7.318436145782471,-6.955507278442383,1.0,0.0
17.149988174438477,-17.740577697753906,1.0,0.0
12.611140251159668,-13.0437593460083,1.0,0.0
13.474722862243652,-12.836580276489258,1.0,0.0
21.46193504333496,-21.321117401123047,1.0,0.0
4.419869899749756,-3.902855634689331,1.0,0.0
0.662856936454773,-0.6611166596412659,0.7894736842105263,0.0
22.08662986755371,-16.734935760498047,1.0,0.0
5.650847434997559,-6.5904388427734375,1.0,0.0
30.75306510925293,-19.77187156677246,1.0,0.0
14.837471008300781,-9.595003128051758,1.0,0.0
10.893804550170898,-6.949641227722168,1.0,0.0
27.247968673706055,-17.730220794677734,1.0,0.0
-0.29756173491477966,0.5367274284362793,0.94,1.0
5.992481708526611,-3.724228858947754,1.0,0.0
-2.136258602142334,1.5617241859436035,1.0,1.0
8.734735488891602,-4.730988502502441,1.0,0.0
3.6651694774627686,-2.288362741470337,1.0,0.0
3.6758735179901123,-2.2963151931762695,1.0,0.0
1.0419669151306152,-1.4826136827468872,1.0,0.0
3.475595235824585,-2.7264182567596436,1.0,0.0
1.999002456665039,-0.9711605906486511,1.0,0.0
21.81949234008789,-17.448768615722656,1.0,0.0
-1.6771167516708374,0.9201329946517944,1.0,1.0
34.60231399536133,-30.601560592651367,1.0,0.0
13.241719245910645,-15.053075790405273,1.0,0.0
6.837269306182861,-7.375662326812744,1.0,0.0
36.66080093383789,-30.323518753051758,1.0,0.0
30.386449813842773,-28.556425094604492,1.0,0.0
4.557684898376465,-5.376168251037598,1.0,0.0
25.60719871520996,-18.336076736450195,1.0,0.0
12.25088119506836,-9.43960189819336,1.0,0.0
4.3856000900268555,-2.41196870803833,1.0,0.0
4.737941265106201,-2.512463331222534,1.0,0.0
8.11553955078125,-4.64400577545166,1.0,0.0
-0.6825567483901978,0.19511230289936066,0.9411764705882353,1.0
6.597108840942383,-5.6736063957214355,1.0,0.0
5.295955657958984,-5.2111639976501465,1.0,0.0
2.6308045387268066,-2.7177224159240723,1.0,0.0
21.810394287109375,-17.929676055908203,1.0,0.0
15.105384826660156,-13.946664810180664,1.0,0.0
8.304000854492188,-8.265998840332031,1.0,0.0
10.427800178527832,-9.475676536560059,1.0,0.0
18.40616798400879,-18.247140884399414,1.0,0.0
